,treatment,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,coworkers,supervisor,mental_vs_physical,obs_consequence
254,0,0,0,0,0,0,0,1,2,2,0,0
257,0,1,2,1,2,0,2,1,1,2,2,0
260,1,2,0,1,1,2,0,0,2,0,0,0
262,1,2,2,1,2,2,0,1,2,2,2,0
265,0,1,2,1,0,0,4,1,1,2,0,0
266,1,2,2,0,1,0,4,1,2,2,2,0
268,1,2,2,1,1,2,0,0,1,1,0,0
269,0,1,0,1,1,0,4,1,2,2,0,0
271,1,2,0,0,0,2,0,1,1,2,2,0
272,0,2,2,2,2,2,4,1,1,2,2,0
274,1,2,0,1,1,0,0,2,0,0,1,0
276,0,2,0,1,1,0,0,0,1,0,0,0
278,1,2,2,2,0,0,4,0,1,1,2,0
279,0,0,0,1,0,0,0,0,1,0,1,0
282,1,0,0,1,0,0,0,2,0,0,0,0
283,1,2,2,1,1,2,1,2,0,1,0,0
286,1,2,1,0,0,0,0,0,1,1,0,0
287,0,0,1,0,0,0,4,1,1,1,2,0
288,1,1,2,1,1,0,0,1,1,0,0,1
289,1,2,2,2,0,0,2,0,1,0,0,0
291,0,0,0,1,0,0,0,2,1,1,0,0
292,1,2,2,0,0,2,0,0,1,1,0,0
293,0,2,0,1,0,0,0,0,1,1,0,0
294,1,2,1,0,0,0,0,1,2,1,0,0
295,0,0,1,1,0,0,0,0,1,0,1,0
296,1,2,2,2,0,0,4,1,2,2,2,0
297,0,2,0,0,2,0,0,1,1,2,2,0
298,1,2,0,2,2,0,0,2,0,0,0,0
299,0,2,2,2,2,0,0,1,1,2,0,0
300,1,2,2,2,2,0,0,1,1,1,2,0
301,1,2,1,0,0,2,2,1,2,2,2,0
302,0,2,1,1,0,0,0,1,1,2,0,0
303,1,2,2,2,2,2,2,2,1,2,2,0
304,1,2,2,0,2,0,2,1,1,2,2,0
306,1,2,1,1,1,0,2,0,1,2,0,0
307,0,1,0,1,1,0,0,1,1,1,0,1
308,0,0,1,1,0,0,0,1,1,2,0,0
309,0,2,1,2,2,0,0,0,1,2,0,0
311,1,2,1,0,2,0,0,1,1,2,0,0
312,1,1,2,1,1,0,2,0,1,2,2,0
313,1,2,1,1,0,0,0,2,0,0,1,0
314,0,0,0,0,0,0,4,1,2,2,2,0
315,0,0,1,1,0,0,0,0,1,1,0,0
316,0,0,1,1,0,0,0,0,0,0,0,0
317,0,2,2,2,2,2,4,1,1,2,2,0
318,1,2,2,2,2,2,2,0,0,1,2,1
320,1,2,2,0,2,2,2,1,1,2,2,0
321,1,2,0,1,0,0,0,2,1,1,1,0
322,0,2,1,0,2,2,2,1,1,2,2,0
323,1,2,2,1,2,2,0,0,1,0,0,0
324,1,2,0,0,1,0,0,0,0,0,0,0
325,0,0,1,0,0,0,0,0,0,0,0,0
326,0,2,2,2,2,2,2,0,0,1,0,0
327,1,0,1,0,2,0,0,1,2,2,2,0
328,0,1,2,1,1,0,0,0,1,1,0,0
330,0,2,1,2,2,2,4,1,1,1,2,0
332,0,0,0,1,1,2,2,0,0,0,1,0
335,0,2,1,2,0,0,4,1,1,1,0,0
337,0,2,1,0,1,0,4,0,1,1,0,0
338,0,2,2,0,0,2,0,2,0,0,0,0
339,0,2,2,2,2,2,4,1,1,2,2,0
340,0,0,1,1,0,0,0,1,2,2,1,0
341,0,1,2,1,1,0,3,2,1,1,1,0
342,0,0,1,0,0,0,4,2,0,0,1,0
343,0,0,1,0,0,0,0,0,1,1,0,0
345,1,2,2,1,1,2,0,1,1,2,0,0
346,1,0,0,1,1,0,0,1,2,2,0,0
347,1,0,0,2,2,0,0,1,0,2,0,0
348,0,0,0,0,0,0,0,0,1,0,0,0
349,1,2,2,0,0,0,0,0,1,1,2,0
351,1,2,2,2,2,2,0,1,0,0,2,0
353,1,2,1,0,2,0,0,0,1,0,0,0
355,1,1,2,1,0,2,0,1,1,0,1,0
356,1,0,1,1,1,0,0,0,1,1,0,0
357,1,2,2,0,2,2,0,0,0,0,0,0
358,1,1,0,1,1,0,2,2,1,1,0,0
359,0,1,2,1,1,2,4,1,2,2,2,0
360,0,1,0,1,1,0,1,0,1,1,0,0
362,1,1,0,1,0,1,0,0,1,2,1,0
363,1,2,2,2,2,2,0,1,1,2,2,0
364,1,2,2,1,1,0,0,0,1,0,1,0
365,1,0,1,1,0,0,1,0,0,0,1,0
366,0,2,0,2,2,2,4,1,1,2,0,0
367,1,1,2,1,1,2,4,1,1,1,0,0
368,1,2,0,1,0,2,0,1,2,2,0,0
370,0,2,0,2,2,2,2,1,0,1,2,0
371,1,2,0,2,2,0,1,0,2,1,1,1
372,1,2,2,2,2,2,4,1,2,2,2,0
373,1,2,2,2,2,2,2,0,1,2,2,0
374,1,0,1,0,1,0,2,2,1,0,0,0
375,1,2,2,0,0,0,0,0,0,1,0,0
376,1,2,2,1,1,2,0,2,0,0,1,0
377,1,0,0,1,1,0,0,0,1,2,2,0
378,1,2,2,2,2,2,3,0,1,1,2,0
379,1,2,2,1,2,2,0,0,0,0,0,0
381,1,2,0,2,2,2,0,1,1,2,2,0
382,1,2,0,1,1,0,0,1,2,2,0,0
384,1,0,0,1,1,0,0,2,1,0,1,0
385,1,2,2,1,0,0,0,0,0,2,0,0
387,1,2,2,1,1,0,3,2,1,0,1,0
388,1,0,1,1,1,0,1,2,1,0,0,0
391,1,2,0,0,0,0,2,0,0,0,0,0
392,0,0,0,1,0,0,2,2,1,0,0,0
394,0,1,0,1,1,1,3,2,0,0,1,1
395,0,2,1,1,0,0,0,0,1,1,0,0
398,0,0,1,1,1,0,0,0,0,1,0,0
400,1,2,2,1,1,0,1,0,1,2,1,0
401,1,2,2,1,1,0,0,0,1,0,1,0
402,0,0,0,1,0,0,0,1,1,2,1,0
403,1,2,2,1,1,0,3,0,1,1,1,1
405,0,2,2,1,2,2,4,1,1,2,1,0
406,1,2,2,2,2,0,0,2,2,1,2,0
407,0,0,0,0,0,0,0,2,1,0,2,0
410,1,2,2,1,1,0,2,2,0,0,1,0
411,1,0,1,1,0,0,3,2,0,0,1,0
412,0,0,1,0,0,0,0,1,1,1,0,1
414,1,0,1,0,0,0,1,1,1,1,2,0
415,0,0,0,1,0,0,2,0,1,2,0,0
419,1,1,2,1,0,0,0,2,0,0,1,1
424,1,2,2,1,0,0,0,0,0,0,0,0
425,0,0,1,1,2,2,0,1,1,1,2,0
426,1,1,2,1,1,0,1,2,1,1,1,1
427,0,2,1,2,0,0,0,0,1,0,0,0
428,0,2,0,1,1,0,0,1,2,0,0,0
429,0,2,2,2,2,2,2,1,1,1,2,0
431,1,1,0,1,1,0,4,2,0,1,2,0
432,1,1,0,1,1,2,2,2,1,1,0,0
433,0,0,0,1,1,0,0,0,2,2,0,0
434,1,0,1,1,1,0,1,0,1,1,0,0
435,0,0,0,1,0,0,0,1,1,2,0,0
436,0,0,1,0,0,0,0,1,1,2,0,1
438,1,2,2,1,0,0,0,0,1,0,0,0
439,1,2,2,2,2,2,2,1,2,2,2,0
441,0,2,0,2,0,0,2,0,0,0,0,0
442,1,2,2,2,2,2,0,0,1,2,2,1
443,0,2,0,0,1,0,0,1,1,2,2,0
445,0,2,0,1,0,0,0,2,1,1,1,1
446,0,2,1,0,0,0,0,0,1,1,0,1
447,1,2,2,1,1,0,1,2,1,1,1,1
448,1,2,2,2,1,0,0,1,1,2,0,0
450,1,2,2,1,1,2,4,1,2,2,2,0
451,0,2,2,2,0,2,0,2,0,1,2,0
452,1,2,2,2,1,0,3,2,1,0,1,1
453,1,0,1,1,1,0,0,2,1,0,0,0
454,1,0,1,1,0,0,0,2,0,0,0,0
455,0,0,0,1,1,2,2,1,2,2,0,0
459,0,2,0,1,1,0,0,0,1,1,0,0
461,0,2,1,2,2,0,4,0,1,2,2,0
462,0,1,2,1,1,0,2,2,1,0,0,0
463,0,0,1,1,1,0,1,0,1,0,1,0
464,1,0,0,2,0,0,2,2,1,2,2,0
466,1,2,2,1,1,0,0,0,1,2,1,0
470,1,2,2,2,2,2,4,1,1,2,2,0
471,1,2,2,2,2,2,2,0,1,2,2,0
472,0,0,0,1,1,0,3,2,0,0,1,0
474,0,0,0,1,1,0,3,0,1,2,0,0
475,1,2,1,2,2,0,0,0,0,0,0,0
479,0,0,1,1,1,0,0,0,1,2,0,0
480,0,0,1,0,0,0,0,1,2,2,2,0
481,1,2,2,2,2,2,2,2,0,0,0,0
483,1,2,2,1,1,0,0,0,1,0,0,0
484,0,0,0,1,0,0,0,0,0,0,0,0
486,1,0,1,1,1,0,0,2,1,0,0,0
487,1,1,2,1,1,2,4,1,2,2,2,0
490,0,2,1,0,0,2,0,1,0,1,2,0
491,0,0,1,1,1,0,0,1,1,1,0,0
493,1,1,0,0,0,0,0,1,1,1,0,1
494,0,0,1,0,0,0,0,0,1,0,0,0
495,1,2,1,0,1,0,0,0,1,1,2,1
496,1,2,1,1,1,0,1,2,1,0,1,1
497,1,0,1,1,1,2,1,2,1,0,1,1
500,1,2,2,1,1,2,0,0,0,0,1,0
504,1,1,2,1,1,0,0,2,0,0,1,0
505,1,2,2,2,2,0,0,0,1,0,2,0
506,0,2,0,2,1,0,3,0,2,2,1,0
508,1,2,2,2,2,0,4,1,1,2,2,0
509,0,2,1,2,0,2,0,1,1,2,2,0
510,1,2,2,2,2,0,4,1,1,1,0,0
511,0,1,0,1,1,1,2,0,1,0,2,0
512,0,0,1,1,0,0,0,0,0,0,0,0
513,0,2,2,2,2,2,4,1,2,2,2,0
514,1,2,1,2,2,2,0,2,0,0,1,0
515,0,0,0,1,0,0,0,0,1,0,0,0
516,1,2,1,2,2,2,0,1,1,2,2,0
517,1,2,2,2,2,2,4,0,2,2,1,1
520,0,2,2,0,2,0,0,0,1,2,2,0
521,0,0,1,0,0,2,0,0,1,1,0,0
522,0,1,0,1,1,0,0,0,0,0,1,0
524,1,0,2,0,1,2,1,0,1,2,2,0
525,1,2,2,2,2,2,4,0,1,1,2,0
528,1,2,2,1,2,2,4,1,0,1,2,0
536,1,2,2,2,2,0,2,2,1,2,1,0
537,1,0,0,1,0,0,0,0,0,0,1,0
539,1,2,2,1,0,0,0,1,1,1,1,1
540,1,0,0,1,1,0,1,0,0,0,1,0
541,1,2,2,1,1,2,2,1,2,2,2,0
543,1,2,0,1,0,0,0,2,1,1,1,1
547,1,2,0,1,2,0,1,2,1,2,1,0
548,0,2,2,2,2,2,0,1,1,2,2,0
550,0,0,1,1,1,0,0,0,1,1,0,0
557,0,0,0,0,0,0,0,2,1,0,0,0
559,0,0,1,0,0,0,0,0,1,1,2,0
560,0,1,0,1,1,0,4,0,1,0,2,0
561,1,0,0,1,0,0,0,1,1,0,2,0
563,1,0,1,1,0,0,0,1,1,1,0,0
565,1,2,2,1,1,2,1,0,1,0,1,0
566,1,2,1,2,0,2,0,2,2,2,0,0
567,1,2,0,1,2,0,2,1,2,1,0,0
568,0,2,1,0,0,0,2,0,0,1,1,0
569,1,0,0,1,1,0,0,0,1,0,0,0
570,1,1,2,1,1,0,0,0,1,2,2,0
571,1,2,2,2,2,2,2,0,2,2,0,0
572,0,0,1,0,2,0,0,1,1,2,2,0
573,1,2,2,1,1,2,1,1,2,2,1,1
574,0,1,2,1,1,0,0,1,0,0,1,0
575,0,0,0,1,0,0,2,1,2,2,2,0
576,0,0,0,0,1,0,0,1,2,2,0,0
577,0,0,1,1,1,2,4,1,1,2,2,0
579,1,2,0,1,1,0,0,0,1,1,0,0
580,1,2,0,1,1,0,0,0,1,1,0,1
581,0,0,0,1,0,0,0,1,1,2,0,0
583,0,1,2,1,1,2,4,1,1,2,2,0
585,0,0,1,1,1,0,2,0,2,2,0,0
587,0,2,2,2,1,2,0,0,1,1,0,1
588,1,1,0,1,1,0,2,0,2,2,0,0
589,1,1,2,1,1,0,2,1,2,2,0,0
590,1,2,2,1,1,0,0,0,1,1,0,1
591,1,0,0,1,1,1,1,2,1,1,0,0
593,1,2,1,2,2,0,0,0,1,1,1,0
594,0,2,2,2,2,0,0,1,1,2,2,0
595,0,2,1,0,0,0,0,1,1,1,2,0
596,1,2,1,1,1,0,1,2,0,0,1,1
597,0,0,0,1,0,0,0,2,0,0,0,0
598,0,0,1,0,0,0,0,1,2,2,2,0
599,1,1,0,1,0,0,1,2,1,0,1,1
600,0,2,2,2,2,0,0,1,1,2,0,0
601,0,1,0,2,2,0,4,1,2,2,2,0
602,1,2,1,1,1,2,1,2,0,0,1,0
603,1,1,2,1,2,2,1,1,2,2,2,0
604,0,2,1,0,0,2,0,0,0,0,1,0
605,0,1,2,1,1,0,0,0,1,1,1,0
606,0,0,0,1,0,0,0,2,1,1,0,0
607,0,0,1,1,1,0,0,0,1,0,1,0
608,0,0,0,1,1,0,0,1,2,2,2,0
610,1,1,2,1,1,2,2,1,1,2,2,0
611,0,1,2,1,1,0,4,1,1,2,2,0
612,0,0,0,1,1,0,0,0,1,0,1,0
614,0,2,0,1,1,0,4,2,1,0,0,0
615,1,1,1,1,2,0,1,1,2,2,2,0
616,0,2,0,2,0,0,0,1,1,1,2,0
617,1,2,2,1,1,2,3,2,1,0,1,0
622,1,2,2,1,1,0,4,0,1,1,0,0
623,1,2,2,2,2,2,2,2,0,0,0,0
624,1,0,0,1,1,0,0,1,1,1,0,0
625,1,2,2,2,2,0,1,0,0,1,1,0
627,1,1,2,1,1,2,2,1,1,1,1,0
629,1,2,1,1,0,0,0,2,1,1,0,1
631,1,2,2,1,1,0,0,2,1,1,0,0
633,1,2,2,1,0,0,2,0,1,2,2,0
638,0,2,1,1,1,2,4,1,1,2,2,0
643,0,2,2,1,2,2,1,2,0,0,0,1
650,0,0,0,2,2,0,0,1,1,1,0,0
654,1,2,1,2,2,0,4,0,0,0,2,0
662,0,0,1,0,0,0,0,0,1,1,0,0
671,0,0,1,1,0,0,0,0,0,0,0,0
675,1,0,1,1,0,0,0,1,1,2,0,0
677,1,0,0,1,1,0,0,2,0,0,0,0
679,1,2,1,1,2,0,4,1,2,2,2,0
681,1,2,2,2,2,0,0,1,1,2,0,0
682,1,0,1,1,1,0,1,0,0,0,1,0
686,1,2,2,2,2,2,2,1,1,2,2,0
687,1,2,1,2,2,2,2,0,1,2,2,0
688,0,0,0,1,1,0,0,0,1,0,0,0
697,0,1,2,1,1,0,3,2,0,0,1,0
699,0,1,0,1,0,0,1,0,1,0,0,0
700,0,2,0,1,0,0,0,0,1,2,0,0
701,1,1,2,2,2,1,3,1,2,2,2,1
702,1,2,2,0,0,2,0,0,2,2,0,0
703,1,2,2,2,1,2,2,1,1,2,2,0
704,1,2,1,1,2,0,2,2,0,0,1,0
706,0,0,1,1,1,0,0,2,1,0,1,0
707,1,0,1,0,0,0,4,1,2,2,0,0
708,0,0,1,1,0,0,0,2,1,0,0,0
709,1,2,2,1,1,2,4,1,2,2,2,0
712,0,0,0,1,0,0,4,1,1,2,0,0
713,0,2,2,1,2,2,0,0,1,1,1,0
714,1,2,2,0,0,0,3,2,1,0,1,0
717,0,2,2,2,1,2,2,1,2,2,2,0
719,0,2,1,1,0,0,0,1,2,2,0,0
723,1,0,0,2,0,0,0,2,1,2,1,0
724,1,1,2,1,1,0,0,1,1,2,0,0
728,0,0,1,0,0,0,0,1,2,2,1,0
732,0,0,1,1,1,0,4,1,2,2,0,0
733,0,2,2,2,2,2,0,1,2,2,0,0
734,0,0,1,1,1,0,2,1,2,2,2,0
736,0,2,2,0,2,2,0,1,1,2,0,0
739,1,0,0,0,0,0,0,2,0,0,0,0
743,1,2,2,1,0,0,2,0,1,2,0,0
744,1,2,2,1,1,0,3,0,1,1,0,0
745,1,0,1,0,0,0,0,1,1,1,0,0
748,1,2,2,2,2,2,4,1,1,2,2,0
752,1,0,1,0,0,0,0,0,1,1,0,0
754,0,2,2,2,2,2,4,1,1,2,2,0
755,1,0,0,1,0,0,0,0,1,2,0,0
756,1,2,1,1,0,0,0,0,0,0,0,0
757,1,2,0,2,0,0,1,2,0,0,1,0
759,1,1,2,1,1,1,0,2,1,1,1,1
761,1,2,2,2,2,0,0,0,2,1,2,0
764,1,0,1,2,0,0,2,2,1,0,1,0
766,1,2,2,2,2,2,2,0,1,0,1,0
768,1,2,0,1,1,0,0,0,1,1,1,0
771,1,1,2,1,1,2,4,0,2,2,2,0
776,0,0,0,1,0,0,0,0,0,0,1,0
778,0,0,1,1,2,0,0,0,1,2,0,0
781,1,1,2,1,1,2,1,1,2,2,0,0
783,0,0,0,1,1,0,0,1,2,2,0,0
784,0,0,0,1,1,0,0,1,1,2,0,0
785,1,2,2,2,2,2,0,0,1,1,1,1
787,1,2,2,0,0,2,0,0,1,1,0,0
791,1,2,2,0,0,0,0,0,1,1,0,0
792,1,0,1,1,1,2,1,2,1,1,1,1
793,1,2,0,1,1,2,3,2,0,1,1,1
794,1,0,1,0,0,0,3,2,1,1,1,1
795,0,2,2,1,1,0,2,0,1,2,1,1
796,1,2,0,1,0,0,0,2,1,2,0,0
799,1,0,0,0,0,0,4,0,1,0,2,0
800,0,2,2,2,1,2,4,2,2,2,0,0
801,1,1,2,1,1,0,4,1,1,2,2,0
802,0,2,0,1,1,0,0,2,0,0,0,0
803,0,2,2,2,2,2,4,1,1,0,2,0
805,1,1,2,1,1,0,1,2,1,1,1,1
806,1,2,2,2,2,2,0,0,1,2,0,1
807,0,0,0,1,0,0,0,1,0,1,2,0
808,0,0,1,1,0,0,4,1,2,2,2,0
809,0,2,2,1,2,0,0,0,1,1,1,0
812,1,1,0,1,1,2,3,2,1,1,1,1
813,1,1,2,1,1,0,0,0,1,1,0,0
815,0,0,1,1,0,0,0,2,0,0,0,0
816,1,2,2,2,2,2,3,0,1,2,0,0
817,1,1,2,1,1,1,4,2,1,0,2,0
820,1,2,1,2,0,0,0,2,1,0,0,0
822,0,1,2,1,1,1,3,2,0,0,0,0
823,0,0,1,0,0,0,0,1,1,2,2,0
824,0,2,0,2,2,0,0,1,1,2,0,0
825,0,0,0,1,1,1,3,2,0,1,1,1
826,0,0,1,0,0,0,0,1,1,2,2,0
827,0,0,1,1,1,0,2,2,1,0,0,0
829,1,1,2,1,1,2,0,1,1,2,2,0
830,0,2,2,1,2,2,4,0,1,0,2,0
831,0,2,1,1,0,0,0,0,1,1,0,0
833,1,2,1,0,1,0,0,1,2,2,0,0
834,1,1,0,1,1,0,0,2,0,0,0,0
836,1,2,2,1,1,2,4,1,1,2,1,1
837,0,0,0,1,0,0,3,2,0,0,1,0
839,0,2,2,2,2,2,1,1,1,2,1,0
840,1,0,0,1,0,0,3,0,1,2,0,0
842,1,2,2,1,1,0,1,1,2,2,0,0
843,0,0,1,2,0,0,0,0,1,0,0,0
844,0,2,0,1,1,2,1,1,1,1,0,0
846,1,0,0,2,0,2,0,0,1,0,0,0
848,1,1,2,1,1,2,4,1,2,2,2,0
849,0,2,2,2,2,2,0,1,1,1,0,0
850,1,1,2,1,1,0,2,0,0,0,0,0
851,0,2,2,1,0,2,0,0,0,1,0,0
854,0,0,1,1,1,0,0,0,1,1,0,0
855,0,2,2,2,2,2,4,1,1,2,2,0
856,0,2,2,2,2,2,4,1,2,2,2,0
857,0,0,1,0,1,2,2,1,1,2,0,0
858,0,1,0,1,1,0,0,0,1,2,1,0
862,0,0,0,0,0,0,0,0,1,1,0,0
863,1,1,2,1,1,0,3,2,1,2,1,0
864,1,2,2,2,2,2,2,2,0,0,2,0
866,1,2,2,1,1,0,2,0,1,1,0,0
867,0,1,2,1,1,0,3,0,1,2,1,0
870,1,2,2,0,2,2,2,1,2,2,2,0
873,0,0,1,0,0,0,0,1,1,2,0,0
874,0,2,2,1,1,2,4,0,0,0,1,0
